year,month,dayofweek,day,freight_value,competition_price,stock,black_friday,carnival,christmas,friday,mothers_day,new_year,others,valentines,base_cost,baseline_prices,baseline_orders,baseline_rewards,rl_prices,rl_orders,rl_actions,rl_rewards,group,type,price_range
2017,6,4,30,25.73,931.1842857142856,0.0,0,0,0,0,0,0,0,0,744.9474285714285,931.1842857142856,0.0,0.0,838.0658571428571,0.0,3,0.0,electronics,cellphones,C
2017,7,5,1,25.73,931.1842857142856,0.0,0,0,0,0,0,0,0,0,744.9474285714285,931.1842857142856,0.4385465632958585,92.95733673262416,912.5606,0.7118589466635967,7,137.63306635774214,electronics,cellphones,C
2017,7,6,2,25.73,931.1842857142856,0.0,0,0,0,0,0,0,0,0,744.9474285714285,931.1842857142856,0.1673124844942322,35.4647014990054,912.5606,0.4406248678619704,7,85.19180936272862,electronics,cellphones,C
2017,7,0,3,25.73,931.1842857142856,0.0,0,0,0,0,0,0,0,0,744.9474285714285,931.1842857142856,1.3695773951972114,290.3050160738536,912.5606,1.6428897785649497,7,317.641520095331,electronics,cellphones,C
2017,7,1,4,25.73,931.1842857142856,0.0,0,0,0,0,0,0,0,0,744.9474285714285,931.1842857142856,1.0983433163960399,232.81238084033126,912.5606,1.371655699763778,7,265.2002631004054,electronics,cellphones,C
2017,7,2,5,25.73,907.27375,0.0,0,0,0,0,0,0,0,0,725.819,907.27375,0.2860277114705241,59.260579894092665,889.128275,0.5523221010812449,7,104.41056955487531,electronics,cellphones,C
2017,7,3,6,25.73,907.27375,0.0,0,0,0,0,0,0,0,0,725.819,907.27375,0.014793632668897772,3.065015086097418,889.128275,0.2810880222796186,7,53.13667594292297,electronics,cellphones,C
2017,7,4,7,25.73,907.27375,0.0,0,0,0,0,0,0,0,0,725.819,907.27375,0.0,0.0,889.128275,0.009853943478447036,7,1.8627823310566067,electronics,cellphones,C
2017,7,5,8,25.73,907.27375,0.0,0,0,0,0,0,0,0,0,725.819,907.27375,0.0,0.0,889.128275,0.0,7,0.0,electronics,cellphones,C
2017,7,6,9,25.73,907.27375,0.0,0,0,0,0,0,0,0,0,725.819,907.27375,0.0,0.0,889.128275,0.0,7,0.0,electronics,cellphones,C
2017,7,0,10,25.73,898.0539999999997,1.0,0,0,0,0,0,0,0,0,718.4431999999998,898.0539999999997,0.19526779954321682,40.09644617244377,880.0929199999998,0.45885609554261464,7,85.98032670306839,electronics,cellphones,C
2017,7,1,11,25.73,898.0539999999997,1.0,0,0,0,0,0,0,0,0,718.4431999999998,898.0539999999997,0.0,0.0,880.0929199999998,0.18762201674144308,7,35.15656096284692,electronics,cellphones,C
2017,7,2,12,25.73,898.0539999999997,1.0,0,0,0,0,0,0,0,0,718.4431999999998,898.0539999999997,0.0,0.0,880.0929199999998,0.0,7,0.0,electronics,cellphones,C
2017,7,3,13,25.73,907.3209090909088,2.0,0,0,0,0,0,0,0,0,725.8567272727271,907.3209090909088,0.0,0.0,889.1744909090908,0.0,7,0.0,electronics,cellphones,C
2017,7,4,14,25.73,907.3209090909088,2.0,0,0,0,0,0,0,0,0,725.8567272727271,907.3209090909088,0.0,0.0,889.1744909090908,0.0,7,0.0,electronics,cellphones,C
2017,7,5,15,25.73,907.3209090909088,2.0,0,0,0,0,0,0,0,0,725.8567272727271,907.3209090909088,0.0,0.0,889.1744909090908,0.0,7,0.0,electronics,cellphones,C
