year,month,dayofweek,day,freight_value,competition_price,stock,black_friday,carnival,christmas,friday,mothers_day,new_year,others,valentines,base_cost
2017,8,1,22,27.27352085509717,943.3745238095239,1505.0,0,0,0,0,0,0,0,0,754.6996190476192
2017,8,2,23,26.16031121832027,940.6348837209301,1504.0,0,0,0,0,0,0,0,0,752.5079069767442
2017,8,3,24,26.425311218320264,940.6348837209301,1513.0,0,0,0,0,0,0,0,0,752.5079069767442
2017,8,4,25,26.720606636850448,935.9401363636366,1493.0,0,0,0,0,0,0,0,0,748.7521090909094
2017,8,5,26,26.720606636850448,935.3719545454547,1496.0,0,0,0,0,0,0,0,0,748.2975636363639
2017,8,6,27,26.720606636850448,935.3719545454547,1496.0,0,0,0,0,0,0,0,0,748.2975636363639
2017,8,0,28,26.720606636850448,935.3719545454547,1496.0,0,0,0,0,0,0,0,0,748.2975636363639
2017,8,1,29,26.720606636850448,934.1588636363637,1495.0,0,0,0,0,0,0,0,0,747.327090909091
2017,8,2,30,29.966606392950233,936.2906382978723,1479.0,0,0,0,0,0,0,0,0,749.0325106382979
2017,8,3,31,29.966606392950233,930.6148226950355,1484.0,0,0,0,0,0,0,0,0,744.4918581560285
2017,9,4,1,29.966606392950233,930.6148226950355,1484.0,0,0,0,0,0,0,0,0,744.4918581560285
2017,9,5,2,29.966606392950233,930.6148226950355,1484.0,0,0,0,0,0,0,0,0,744.4918581560285
2017,9,6,3,29.966606392950233,929.7690248226953,1584.0,0,0,0,0,0,0,0,0,743.8152198581563
2017,9,0,4,30.13650639295024,929.7690248226953,1584.0,0,0,0,0,0,0,0,0,743.8152198581563
2017,9,1,5,30.13650639295024,935.2158333333334,1627.0,0,0,0,0,0,0,0,0,748.1726666666668
2017,9,2,6,29.966606392950233,935.2158333333334,1626.0,0,0,0,0,0,0,0,0,748.1726666666668
2017,9,3,7,29.088333665677514,935.2158333333334,1626.0,0,0,0,0,0,0,0,0,748.1726666666668
2017,9,4,8,29.966606392950233,935.2158333333334,1626.0,0,0,0,0,0,0,0,0,748.1726666666668
2017,9,5,9,29.61000639295024,935.2158333333334,1625.0,0,0,0,0,0,0,0,0,748.1726666666668
2017,9,6,10,29.966606392950233,935.2158333333334,1625.0,0,0,0,0,0,0,0,0,748.1726666666668
2017,9,0,11,29.528306392950235,934.5775354609931,1629.0,0,0,0,0,0,0,0,0,747.6620283687945
2017,9,1,12,29.966606392950233,934.5775354609931,1628.0,0,0,0,0,0,0,0,0,747.6620283687945
2017,9,2,13,29.681667016502644,942.5562588652484,1617.0,0,0,0,0,0,0,0,0,754.0450070921988
2017,9,3,14,29.813245963871058,942.5562588652484,1617.0,0,0,0,0,0,0,0,0,754.0450070921988
2017,9,4,15,29.71885639295024,939.9876388888894,1616.0,0,0,0,0,0,0,0,0,751.9901111111116
2017,9,5,16,29.904213855608603,939.9876388888894,1616.0,0,0,0,0,0,0,0,0,751.9901111111116
2017,9,6,17,30.64455639295024,939.9876388888894,1616.0,0,0,0,0,0,0,0,0,751.9901111111116
2017,9,0,18,29.71885639295024,938.9835069444447,1611.0,0,0,0,0,0,0,0,0,751.1868055555558
2017,9,1,19,29.71885639295024,938.9835069444447,1598.0,0,0,0,0,0,0,0,0,751.1868055555558
