ds,year,month,dayofweek,day,price_category,offer,olist_price,freight_value,competition_price,stock,black_friday,carnival,christmas,friday,mothers_day,new_year,others,valentines,y
2017-08-06,2017,8,6,6,D,3216.230555555556,3216.230555555556,27.880000000000006,3216.230555555556,128.0,0,0,0,0,0,0,0,0,0.0
2017-08-07,2017,8,0,7,A,188.78393442622942,188.78393442622942,20.40809829482703,188.78393442622942,13077.0,0,0,0,0,0,0,0,0,8.0
2017-08-07,2017,8,0,7,B,534.4675609756099,533.6748780487807,24.074031498015867,533.6748780487807,1421.0,0,0,0,0,0,0,0,0,4.0
2017-08-07,2017,8,0,7,C,959.7692307692307,959.7692307692307,26.70598128264576,959.7692307692307,218.0,0,0,0,0,0,0,0,0,0.0
2017-08-07,2017,8,0,7,D,3233.629166666667,3233.629166666667,27.032857142857146,3233.629166666667,138.0,0,0,0,0,0,0,0,0,0.0
2017-08-08,2017,8,1,8,A,188.6971874999999,188.7753124999999,20.842546454629122,188.7753124999999,13130.0,0,0,0,0,0,0,0,0,4.0
2017-08-08,2017,8,1,8,B,531.0795,531.0795,23.74321276469445,531.0795,1415.0,0,0,0,0,0,0,0,0,0.0
2017-08-08,2017,8,1,8,C,950.1477777777778,950.1477777777778,26.70598128264576,950.1477777777778,223.0,0,0,0,0,0,0,0,0,0.0
2017-08-08,2017,8,1,8,D,3233.629166666667,3233.629166666667,27.032857142857146,3233.629166666667,138.0,0,0,0,0,0,0,0,0,0.0
2017-08-09,2017,8,2,9,A,186.541212121212,186.6169696969696,20.559948376441735,186.6169696969696,13145.0,0,0,0,0,0,0,0,0,10.0
2017-08-09,2017,8,2,9,B,531.1100000000001,530.3361904761906,23.315582702880125,530.3361904761906,1410.0,0,0,0,0,0,0,0,0,2.0
2017-08-09,2017,8,2,9,C,943.4209090909093,943.4209090909093,27.160408678958273,943.4209090909093,501.0,0,0,0,0,0,0,0,0,0.0
2017-08-09,2017,8,2,9,D,3166.9061594202894,3166.9061594202894,27.032857142857146,3166.9061594202894,138.0,0,0,0,0,0,0,0,0,0.0
2017-08-10,2017,8,3,10,A,187.21040404040394,187.21040404040394,21.31014154553272,187.21040404040394,13141.0,0,0,0,0,0,0,0,0,7.0
2017-08-10,2017,8,3,10,B,527.6007317073172,527.1739024390245,25.137374789562276,527.1739024390245,2109.0,0,0,0,0,0,0,0,0,6.0
2017-08-10,2017,8,3,10,C,943.7680000000001,943.7680000000001,26.74287948760411,943.7680000000001,1506.0,0,0,0,0,0,0,0,0,0.0
2017-08-10,2017,8,3,10,D,3166.9061594202894,3166.9061594202894,27.032857142857146,3166.9061594202894,138.0,0,0,0,0,0,0,0,0,0.0
2017-08-11,2017,8,4,11,A,188.26648148148138,188.31277777777765,21.110742638571597,188.31277777777765,14074.0,0,0,0,0,0,0,0,0,7.0
2017-08-11,2017,8,4,11,B,530.3080487804879,530.3080487804879,23.692659892219705,530.3080487804879,1908.0,0,0,0,0,0,0,0,0,0.0
2017-08-11,2017,8,4,11,C,951.9397297297298,951.9397297297298,26.74287948760411,951.9397297297298,1526.0,0,0,0,0,0,0,0,0,0.0
2017-08-11,2017,8,4,11,D,3180.7434027777776,3180.7434027777776,27.032857142857146,3180.7434027777776,236.0,0,0,0,0,0,0,0,0,0.0
2017-08-12,2017,8,5,12,A,188.33592592592584,188.33592592592584,20.995525959437117,188.33592592592584,14068.0,0,0,0,0,0,0,0,0,3.0
2017-08-12,2017,8,5,12,B,530.3080487804879,530.3080487804879,23.692659892219705,530.3080487804879,1907.0,0,0,0,0,0,0,0,0,0.0
2017-08-12,2017,8,5,12,C,951.9397297297298,951.9397297297298,26.74287948760411,951.9397297297298,1526.0,0,0,0,0,0,0,0,0,0.0
2017-08-12,2017,8,5,12,D,3180.7434027777776,3180.7434027777776,27.032857142857146,3180.7434027777776,236.0,0,0,0,0,0,0,0,0,0.0
2017-08-13,2017,8,6,13,A,188.33592592592584,188.33592592592584,20.845965674772284,188.33592592592584,14073.0,0,0,0,0,0,0,0,0,3.0
2017-08-13,2017,8,6,13,B,530.3080487804879,530.3080487804879,23.34033846364828,530.3080487804879,1906.0,0,0,0,0,0,0,0,0,2.0
2017-08-13,2017,8,6,13,C,951.9397297297298,951.9397297297298,26.74287948760411,951.9397297297298,1526.0,0,0,0,0,0,0,0,0,0.0
2017-08-13,2017,8,6,13,D,3180.7434027777776,3180.7434027777776,27.032857142857146,3180.7434027777776,236.0,0,0,0,0,0,0,0,0,0.0
2017-08-14,2017,8,0,14,A,190.8904888888888,190.31582222222212,20.715576617439915,190.31582222222212,13987.0,0,0,0,0,0,0,0,0,6.0
2017-08-14,2017,8,0,14,B,521.3019288645693,521.3634883720931,23.424360669149966,521.3634883720931,2156.0,0,0,0,0,0,0,0,0,1.0
2017-08-14,2017,8,0,14,C,952.1615789473684,952.1615789473684,26.363354188430502,952.1615789473684,1531.0,0,0,0,0,0,0,0,0,0.0
2017-08-14,2017,8,0,14,D,3180.7434027777776,3180.7434027777776,27.032857142857146,3180.7434027777776,236.0,0,0,0,0,0,0,0,0,0.0
2017-08-15,2017,8,1,15,A,191.5686580086579,191.00891774891764,20.898426541548947,191.00891774891764,14480.0,0,0,0,0,0,0,0,0,13.0
